Artists_Accession_Number,Art_Term
"10368","Curator"
"10369","Architecture"
"10370","Murals"
"10371","Design"
"10371","Installation"
"10371","Painting"
"10371","Photography"
"10372","Printmaking"
"10373","Photography"
"10376","Mixed Media"
"10377","Gouache"
"10378","Drawing"
"10378","Painting"
"10379","Photography"
"10380","Jewelry"
"10382","Photography"
"10392","Street Art"
"10395","Gallery Director"
"10397","Art Critic"
"10402","Painting"
"10406","Photography"
"10423","Painting"
"10442","Sculpture"
"10448","Printmaking"
"10453","Sculpture"
"10454","Installation"
"10476","Street Art"
"10482","Photography"
"10485","Light Art"
"10485","Video Art"
"10488","Painting"
"10500","Photography"
"10504","Multimedia"
"10504","Painting"
"10504","Works on Paper"
"10505","Gouache"
"10510","Photography"
"10530","Photography"
"10538","Painting"
"10542","Painting"
"10544","Design"
"10560","Photography"
"10569","Installation"
"10571","Drawing"
"10572","Mixed Media"
"10576","Artists' Books"
"10577","Painting"
"10578","Drawing"
"10579","Photography"
"10580","Beadwork"
"10581","Painting"
"10581","Watercolor"
"10582","Painting"
"10583","Painting"
"10603","Gallery Director"
"10605","Painting"
"10616","Painting"
"10617","Graphics"
"10617","Illustration"
"10622","Sculpture"
"10624","Curator"
"10626","Social Practice"
"10631","Printmaking"
"10639","Filmmaker"
"10640","Filmmaker"
"10641","Filmmaker"
"10654","Filmmaker"
"10676","Ceramics"
"10678","Printmaking"
"10680","Photography"
"10681","Painting"
"10685","Bookbinding"
"10685","Painting"
"10697","Painting"
"10705","Animation"
"10705","Multimedia"
"10705","Muralist"
"10705","Painting"
"10705","Sculpture"
"10705","Video Art"
"10706","Photography"
"10728","Painting"
"10741","Collector"
"10746","Sculpture"
"10748","Assemblage"
"10760","Photography"
"10764","Installation"
"10771","Multimedia"
"10771","Painting"
"10779","Painting"
"10783","Sculpture"
"10794","Muralist"
"10794","Painting"
"10795","Graffiti"
"10806","Painting"
"10811","Curator"
"10812","Curator"
"10814","Curator"
"10816","Gallery Director"
"10820","Curator"
"10822","Curator"
"10823","Collector"
"10824","Curator"
"10825","Gallery Director"
"10828","Curator"
"10830","Curator"
"10831","Curator"
"10831","Photography"
"10833","Curator"
"10834","Collector"
"10835","Gallery Director"
"10836","Gallery Director"
"10838","Collector"
"10839","Art Critic"
"10839","Curator"
"10840","Photography"
"10843","Murals"
"10843","Painting"
"10852","Photography"
"10853","Airbrush"
"10854","Comics"
"10856","Painting"
"10857","Art Educator"
"10860","Photography"
"10861","Collage"
"10861","Painting"
"10861","Photography"
"10862","Painting"
"10862","Video Art"
"10867","Photography"
"10885","Computer Art"
"10888","Ceramics"
"10891","Drawing"
"10896","Fiber Art"
"10896","Photography"
"10897","Sculpture"
"10899","Sculpture"
"10900","Sculpture"
"10901","Sculpture"
"10902","Sculpture"
"10908","Architecture"
"10912","Design"
"10918","Architecture"
"10919","Design"
"10924","Architecture"
"10929","Sculpture"
"10931","Painting"
"10971","Sculpture"
"10974","Sculpture"
"10977","Acrylics"
"10978","Installation"
"10978","Photography"
"10978","Video Art"
"11081","Sculpture"
"11082","Printmaking"
"11092","Street Art"
"11117","Painting"
"11118","Photography"
"11129","Photography"
"11142","Sculpture"
"11143","Printmaking"
"11146","Jewelry"
"11147","Painting"
"11150","Photography"
"11152","Textiles"
"11153","Photography"
"11156","Printmaking"
"11160","Photography"
"11164","Photography"
"11165","Assemblage"
"11167","Painting"
"11175","Airbrush"
"11175","Illustration"
"11176","Cartoons"
"11176","Illustration"
"11198","Graffiti"
"11198","Painting"
"11199","Street Art"
"11201","Street Art"
"11206","Painting"
"11207","Illustration"
"11207","Printmaking"
"11208","Computer Art"
"11208","Video Art"
"11209","Photography"
"11210","Painting"
"11213","Photography"
"11215","Assemblage"
"11215","Installation"
"11216","Collage"
"11218","Painting"
"11219","Collage"
"11220","Illustration"
"11222","Performance Art"
"11223","Photography"
"11225","Photography"
"11226","Graffiti"
"11227","Graffiti"
"11227","Murals"
"11228","Graffiti"
"11228","Tattoo Artist"
"11229","Graffiti"
"11230","Graffiti"
"11230","Painting"
"11231","Painting"
"11232","Graffiti"
"11234","Drawing"
"11234","Painting"
"11236","Graffiti"
"11236","Muralist"
"11276","Graffiti"
"11276","Tattoo Artist"
"11277","Graffiti"
"11278","Graffiti"
"11278","Painting"
"11279","Painting"
"11280","Graffiti"
"11282","Drawing"
"11282","Painting"
"11284","Graffiti"
"11284","Muralist"
"11288","Painting"
"11289","Painting"
"11292","Painting"
"11301","Metalwork"
"11302","Metalwork"
"11303","Metalwork"
"11304","Art Critic"
"11305","Art Critic"
"11306","Photography"
"11306","Printmaking"
"11306","Sound Art"
"11306","Video Art"
"11307","Performance Art"
"11307","Video Art"
"11308","Fiber Art"
"11308","Performance Art"
"11313","Airbrush"
"11314","Photography"
"11316","Graphics"
"11316","Muralist"
"11316","Oil Painting"
"11317","Painting"
"11320","Drawing"
"11320","Painting"
"11320","Sculpture"
"11321","Oil Painting"
"11322","Painting"
"11324","Painting"
"11325","Performance Art"
"11326","Painting"
"11327","Photography"
"11328","Painting"
"11331","Installation"
"11332","Photography"
"11333","Found Objects"
"11333","Painting"
"11334","Photography"
"11339","Painting"
"11341","Street Art"
"11343","Drawing"
"11346","Performance Art"
"11347","Performance Art"
"11348","Painting"
"11348","Sculpture"
"11355","Sculpture"
"11356","Sculpture"
"11358","Sculpture"
"11359","Sculpture"
"11360","Gallery Director"
"11361","Street Art"
"11362","Street Art"
"11363","Street Art"
"11364","Street Art"
"11367","Ceramics"
"11371","Painting"
"11371","Sculpture"
"11372","Ceramics"
"11373","Ceramics"
"11377","Ceramics"
"11379","Ceramics"
"11380","Video Art"
"11381","Ceramics"
"11381","Sculpture"
"11383","Drawing"
"11387","Painting"
"11393","Painting"
"11394","Painting"
"11395","Photography"
"11399","Video Art"
"11400","Photography"
"11402","Filmmaker"
"11403","Jewelry"
"11404","Ceramics"
"11405","Painting"
"11406","Photography"
"11413","Street Art"
"11414","Street Art"
"11415","Street Art"
"11416","Street Art"
"11417","Street Art"
"11418","Street Art"
"11420","Street Art"
"11421","Street Art"
"11422","Street Art"
"11423","Street Art"
"11424","Street Art"
"11425","Street Art"
"11426","Street Art"
"11428","Photography"
"11429","Sculpture"
"11429","Social Practice"
"11430","Printmaking"
"11447","Sculpture"
"11449","Tattoo Artist"
"11450","Tattoo Artist"
"11454","Quilting"
"11460","Collector"
"11461","Gallery Director"
"11462","Gallery Director"
"11464","Painting"
"11465","Painting"
"11466","Installation"
"11467","Stained Glass"
"11468","Painting"
"11470","Costume Design"
"11471","Acrylics"
"11472","Beadwork"
"11472","Environmental Art"
"11473","Painting"
"11474","Curator"
"11475","Photography"
"11475","Sculpture"
"11475","Video Art"
"11476","Drawing"
"11476","Painting"
"11477","Installation"
"11477","Performance Art"
"11478","Acrylics"
"11478","Oil Painting"
"11478","Watercolor"
"11479","Painting"
"11480","Photography"
"11481","Mixed Media"
"11482","Gallery Director"
"11483","Gallery Director"
"11484","Illustration"
"11484","Painting"
"11484","Photography"
"11485","Architecture"
"11485","Collector"
"11486","Collector"
"11487","Gallery Director"
"11488","Design"
"11489","Collector"
"11490","Collector"
"11491","Gallery Director"
"11492","Painting"
"11493","Acrylics"
"11494","Oil Painting"
"11496","Photography"
"11497","Drawing"
"11497","Sculpture"
"11498","Photography"
"11499","Painting"
"11501","Sculpture"
"11502","Painting"
"11503","Sculpture"
"11504","Painting"
"11507","Artists' Books"
"11508","Bookbinding"
"11508","Painting"
"11508","Papermaking"
"11508","Sculpture"
"11510","Painting"
"11516","Painting"
"11518","Sculpture"
"11521","Painting"
"11529","Drawing"
"11529","Portraits"
"11530","Filmmaker"
"11536","Installation"
"11536","Painting"
"11536","Performance Art"
"11539","Curator"
"11542","Painting"
"11545","Printmaking"
"11547","Design"
"11550","Painting"
"11551","Photography"
"11553","Painting"
"11554","Painting"
"11555","Photography"
"11556","Installation"
"11557","Photography"
"11559","Painting"
"11560","Sculpture"
"11561","Painting"
"11562","Photography"
"11563","Fashion Design"
"11564","Painting"
"11565","Photography"
"11567","Photography"
"11568","Painting"
"11570","Painting"
"11571","Collage"
"11571","Painting"
"11572","Photography"
"11573","Artists' Books"
"11574","Photography"
"11575","Photography"
"11577","Painting"
"11578","Photography"
"11579","Painting"
"11581","Drawing"
"11583","Painting"
"11584","Painting"
"11585","Fiber Art"
"11586","Photography"
"11587","Painting"
"11589","Painting"
"11590","Painting"
"11591","Drawing"
"11592","Painting"
"11593","Painting"
"11594","Sound Art"
"11595","Sculpture"
"11595","Sound Art"
"11597","Sculpture"
"11598","Painting"
"11599","Installation"
"11600","Installation"
"11600","Performance Art"
"11600","Sound Art"
"11605","Photography"
"11606","Printmaking"
"11613","Painting"
"11615","Painting"
"11616","Filmmaker"
"11617","Metalwork"
"11618","Collage"
"11619","Collector"
"11620","Collector"
"11621","Collector"
"11622","Collector"
"11623","Collector"
"11623","Gallery Director"
"11624","Printmaking"
"11628","Painting"
"11629","Computer Art"
"11630","Computer Art"
"11631","Photography"
"11637","Animation"
"11637","Video Art"
"11641","Street Art"
"11642","Sculpture"
"11642","Woodworking"
"11649","Painting"
"11650","Painting"
"11651","Painting"
"11652","Painting"
"11657","Photography"
"11658","Photography"
"11660","Artists' Books"
"11661","Artists' Books"
"11685","Gallery Director"
"11687","Photography"
"11691","Painting"
"11691","Portraits"
"11692","Curator"
"11694","Painting"
"11697","Fiber Art"
"11698","Jewelry"
"11699","Sound Art"
"11703","Drawing"
"11704","Photography"
"11705","Photography"
"11706","Photography"
"11707","Photography"
"11708","Photography"
"11709","Photography"
"11710","Photography"
"11711","Photography"
"11716","Painting"
"11719","Printmaking"
"11720","Painting"
"11722","Installation"
"11722","Light Art"
"11722","Multimedia"
"11722","Sculpture"
"11722","Video Art"
"11725","Painting"
"11727","Painting"
"11728","Painting"
"11731","Watercolor"
"11735","Photography"
"11739","Photography"
"11740","Photography"
"11741","Photography"
"11742","Animation"
"11742","Graphics"
"11743","Painting"
"11744","Photography"
"11745","Photography"
"11746","Photography"
"11747","Photography"
"11750","Painting"
"11752","Photography"
"11760","Photography"
"11761","Painting"
"11762","Artists' Books"
"11762","Mixed Media"
"11767","Photography"
"11768","Drawing"
"11768","Painting"
"11769","Drawing"
"11770","Installation"
"11770","Sculpture"
"11771","Murals"
"11771","Painting"
"11772","Sculpture"
"11773","Painting"
"11773","Sculpture"
"11773","Video Art"
"11774","Sculpture"
"11775","Photography"
"11776","Drawing"
"11776","Sculpture"
"11777","Landscape Architecture"
"11777","Sound Art"
"11780","Painting"
"11784","Photography"
"11794","Photography"
"11796","Photography"
"11797","Painting"
"11797","Sculpture"
"11798","Photography"
"11798","Video Art"
"11799","Photography"
"11800","Installation"
"11800","Photography"
"11800","Video Art"
"11801","Design"
"11802","Installation"
"11805","Comics"
"11806","Painting"
"11808","Art Critic"
"11813","Painting"
"11813","Sculpture"
"11816","Design"
"11816","Installation"
"11816","Papermaking"
"11820","Photography"
"11839","Design"
"11839","Installation"
"11840","Printmaking"
"11841","Artists' Books"
"11842","Painting"
"11843","Installation"
"11843","Multimedia"
"11843","Video Art"
"11844","Multimedia"
"11845","Encaustic Painting"
"11845","Multimedia"
"11846","Fiber Art"
"11847","Painting"
"11848","Artists' Books"
"11848","Installation"
"11849","Comics"
"11849","Drawing"
"11849","Painting"
"11850","Photography"
"11852","Painting"
"11853","Murals"
"11853","Painting"
"11854","Painting"
"11854","Textiles"
"11855","Artists' Books"
"11855","Design"
"11856","Drawing"
"11857","Painting"
"11858","Mixed Media"
"11859","Photography"
"11860","Photography"
"11861","Drawing"
"11861","Painting"
"11862","Illustration"
"11862","Sculpture"
"11863","Painting"
"11864","Artists' Books"
"11864","Papermaking"
"11865","Photography"
"11866","Drawing"
"11866","Printmaking"
"11867","Painting"
"11868","Painting"
"11869","Painting"
"11870","Multimedia"
"11871","Multimedia"
"11872","Painting"
"11873","Drawing"
"11873","Painting"
"11874","Painting"
"11875","Drawing"
"11875","Watercolor"
"11876","Drawing"
"11876","Painting"
"11879","Multimedia"
"11880","Sculpture"
"11884","Mixed Media"
"11884","Sculpture"
"11885","Painting"
"11886","Installation"
"11887","Sculpture"
"11888","Installation"
"11888","Performance Art"
"11888","Video Art"
"11889","Photography"
"11890","Sculpture"
"11891","Painting"
"11892","Fiber Art"
"11892","Installation"
"11893","Photography"
"11895","Design"
"11896","Design"
"11898","Painting"
"11899","Installation"
"11899","Video Art"
"11900","Drawing"
"11900","Sculpture"
"11901","Photography"
"11901","Video Art"
"11902","Graffiti"
"11902","Painting"
"11903","Acrylics"
"11903","Printmaking"
"11904","Sculpture"
"11908","Sculpture"
"11909","Sculpture"
"11910","Drawing"
"11910","Mixed Media"
"11911","Photography"
"11912","Photography"
"11913","Painting"
"11914","Painting"
"11917","Printmaking"
"11918","Painting"
"11918","Video Art"
"11919","Painting"
"11920","Architecture"
"11922","Comics"
"11922","Drawing"
"11923","Sculpture"
"11924","Painting"
"11925","Drawing"
"11925","Painting"
"11925","Photography"
"11926","Fiber Art"
"11927","Fiber Art"
"11928","Installation"
"11929","Painting"
"11930","Performance Art"
"11931","Installation"
"11931","Sculpture"
"11932","Painting"
"11934","Curator"
"11935","Acrylics"
"11935","Installation"
"11936","Comics"
"11936","Illustration"
"11936","Painting"
"11937","Sculpture"
"11938","Ceramics"
"11939","Performance Art"
"11940","Drawing"
"11941","Quilting"
"11941","Textiles"
"11942","Collage"
"11943","Sculpture"
"11944","Painting"
"11945","Found Objects"
"11945","Sculpture"
"11946","Photography"
"11947","Comics"
"11948","Performance Art"
"11949","Installation"
"11949","Multimedia"
"11950","Performance Art"
"11950","Photography"
"11950","Printmaking"
"11950","Sculpture"
"11951","Multimedia"
"11951","Sculpture"
"11952","Mixed Media"
"11953","Painting"
"11953","Performance Art"
"11954","Sculpture"
"11954","Textiles"
"11955","Sculpture"
"11956","Installation"
"11956","Performance Art"
"11958","Crafts"
"11958","Textiles"
"11959","Collage"
"11960","Photography"
"11961","Painting"
"11962","Installation"
"11962","Sculpture"
"11962","Sound Art"
"11963","Collage"
"11964","Photography"
"11965","Photography"
"11966","Installation"
"11967","Murals"
"11972","Photography"
"11973","Murals"
"11973","Painting"
"11974","Sculpture"
"11975","Sculpture"
"11975","Watercolor"
"11976","Installation"
"11976","Photography"
"11977","Painting"
"11978","Painting"
"11979","Painting"
"11980","Painting"
"11981","Painting"
"11982","Printmaking"
"11983","Painting"
"11984","Painting"
"11985","Painting"
"11986","Sculpture"
"11986","Textiles"
"11987","Painting"
"11988","Painting"
"11989","Painting"
"11990","Painting"
"11991","Painting"
"11992","Bronzes"
"11992","Ceramics"
"11992","Installation"
"11992","Sculpture"
"11993","Murals"
"11993","Painting"
"11994","Ceramics"
"11994","Murals"
"11994","Painting"
"11995","Photography"
"11996","Ceramics"
"11996","Sculpture"
"11997","Multimedia"
"11997","Murals"
"11997","Painting"
"11998","Graphics"
"11998","Illustration"
"11998","Painting"
"11999","Murals"
"11999","Painting"
"12000","Painting"
"12001","Installation"
"12001","Sculpture"
"12002","Ceramics"
"12002","Sculpture"
"12003","Graphics"
"12003","Installation"
"12003","Painting"
"12003","Photography"
"12004","Photography"
"12005","Multimedia"
"12005","Muralist"
"12005","Photography"
"12006","Multimedia"
"12006","Painting"
"12007","Sculpture"
"12008","Painting"
"12009","Installation"
"12009","Multimedia"
"12009","Photography"
"12009","Sculpture"
"12009","Video Art"
"12010","Sculpture"
"12011","Photography"
"12012","Photography"
"12013","Photography"
"12014","Sculpture"
"12015","Photography"
"12016","Painting"
"12016","Works on Paper"
"12017","Painting"
"12018","Murals"
"12018","Painting"
"12018","Sculpture"
"12018","Works on Paper"
"12019","Illustration"
"12019","Watercolor"
"12020","Illustration"
"12020","Painting"
"12021","Photography"
"12022","Multimedia"
"12023","Mixed Media"
"12024","Photography"
"12025","Photography"
"12026","Painting"
"12027","Painting"
"12028","Sculpture"
"12029","Sculpture"
"12030","Sculpture"
"12031","Sculpture"
"12032","Sculpture"
"12033","Sculpture"
"12034","Sculpture"
"12036","Photography"
"12037","Installation"
"12037","Multimedia"
"12037","Photography"
"12037","Sculpture"
"12038","Photography"
"12039","Multimedia"
"12039","Painting"
"12039","Works on Paper"
"12040","Multimedia"
"12040","Murals"
"12040","Painting"
"12040","Works on Paper"
"12041","Painting"
"12041","Works on Paper"
"12042","Glass"
"12042","Multimedia"
"12043","Multimedia"
"12043","Painting"
"12043","Works on Paper"
"12044","Ceramics"
"12044","Sculpture"
"12045","Muralist"
"12045","Painting"
"12045","Works on Paper"
"12046","Painting"
"12047","Construction"
"12047","Multimedia"
"12047","Painting"
"12047","Photography"
"12047","Sculpture"
"12047","Video Art"
"12048","Sculpture"
"12049","Design"
"12049","Drawing"
"12049","Muralist"
"12052","Filmmaker"
"12052","Performance Art"
"12054","Murals"
"12055","Watercolor"
"12056","Watercolor"
"12057","Watercolor"
"12058","Portraits"
"12059","Portraits"
"12060","Portraits"
"12061","Portraits"
